Input Output Table 2015-16 (₹ lakhs),,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,,,,
114,"Supportive and Auxiliary
 transport activities",120730,34934,2114,1060,5960,1849,22685,5990,2775,3664,12030,380,7523,1201,1514,619,1183,6399,10381,37827,93452,10360,57775,37243,6581,20723,20816,60593,84353,4207,4175,2869,275,31078,1435,0,115538,-464700,-186308,9398,-51435,13352,-418680,-1710103,18212,2566,2278,120138,7030,233,41817,3881,2481,43990,119003,4905,47595,2320,9292,13949,11641,70185,91007,163079,17810,41862,26730,7956,4871,15740,34487,4348,38171,16505,25625,9424,43117,6439,26356,65596,62848,4252,36508,14467,4385,13989,11604,75783,22654,8558,2333,797,10886,7493,2643,2441,1221,3025,164069,18089,14971,2568,63,87780,48440,90778,1155213,129723,25182,3751,76327,721,6558,20319,2927,21142,253864,134418,11895,10383,0,12473,31921,6047,12638,15678,8428,440,26570,3587,0,4953612,9576630,0,2440896
115,Storage and warehousing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,62,0,0,0,6730868,1023740,390133,106555,687803,594688,6339685,3597134,3200389,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,2,2,0,1,1,1,1,1,0,2,1,2,24,232,247,31,141,229,0,0,0,0,80,0,0,1,0,49,0,0,0,782,145,47410,13110,2904,3108,332,0,0,130,572022,1,0,0,0,0,0,0,0,0,614238,749,0,0,0,0,0,7466,0,0,19807,6379,42720,0,173347,1505800,0,0,0
116,Communication services,2860,1957,166,73,239,193,676,289,115,0,1084,0,354,0,0,0,65,628,674,1094,0,0,0,0,110100,0,2437,174,183,2477,136,81,1173,297,50,0,8794569,5391632,2109566,1281567,7104683,3289464,42162875,27765340,6744019,3728,203,12289,2339,4706,3970,706,1000,9261,9466,3990,4440,799,4131,398,552,25211,20784,322533,4434,12060,16059,386,3793,4238,16404,3841,9735,1328,8662,14762,8966,1093,2804,4956,2679,1409,9041,1340,569,1097,1060,15084,3526,282,461,50,12926,3363,0,1106,442,566,63027,53857,2585,9101,3,72,8164,470,3010527,2814997,484670,384233,5845586,74045,509346,1953272,45584,6052417,1004554,28009,1233678,403076,0,848021,32087,434284,1377882,1405246,474608,50262,366483,337028,0,30045740,25047988,0,0
117,Trade,1764271,505843,18371,6560,34516,24459,723740,113658,31202,40239,180030,1797,26153,7500,12953,5601,2678,149352,200951,475501,4770331,424496,2871453,1874265,149782,341132,123211,391953,146760,39645,9984,19052,1010,163111,22220,1,82747,1624953,644091,237841,1354515,183897,5893820,3470601,26145,99420,55105,956359,83252,4926,875421,187868,58144,846189,904630,113560,919909,20825,251951,465074,412822,1445730,1658983,3550300,566039,955284,706628,88779,220743,391405,530832,103787,691591,296608,486510,240629,862538,315223,1200214,2279129,1993601,96215,978628,328713,108833,268609,225831,1486521,492701,144797,48278,15657,233898,184076,19707,49706,20209,94766,3785556,861537,395911,104382,1493,209938,864430,990662,22836764,4232679,654144,289627,3061923,49559,254153,85917,44416,663540,5544995,3628800,169177,91501,0,189100,267954,62484,322875,250415,81018,28783,662241,48283,1712782,111366583,80276443,0,8313096
118,Hotels & Restaurant,1693,830,103,45,137,121,126,183,60,0,380,0,222,0,0,0,41,398,427,693,0,0,0,0,73569,0,512,139,46,5978,1382,40,239,175,1,0,30,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,99,100,0,0,0,0,44,136293,17377,0,0,0,0,0,0,10893,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,72,0,0,0,0,2,0,0,0,3521,652,213452,59026,13074,13994,1495,0,0,47,2320665,718012,66964,101485,1064172,20452,114770,201194,15118,565077,2840710,3367,2992393,55285,0,137921,10965,280738,279759,81966,224757,6465,288162,39137,396570,13383822,23756926,0,0
119,Financial services,879697,403342,86766,37948,75427,118297,193825,103928,61616,88182,165424,8385,89244,5066,9034,1825,5582,118782,283108,583667,28232,7788,22648,0,31436,1286,44026,69411,23346,13541,1128,926,2338,3727,5206,1,48030,114174,46510,32979,194643,129743,572968,157006,67451,141382,9685,313685,59745,167145,225334,28328,30185,150986,402582,93256,191474,38457,100315,41352,42743,210696,313744,1280720,10183,162921,216980,8263,39130,60038,238771,91092,117305,166765,90660,174225,116614,53947,71042,155926,257259,40589,188638,37804,17773,50652,62673,354778,131161,23547,17035,3967,93768,47697,5686,23676,7930,9903,1540664,269961,21325,23197,573,68946,93870,109974,4469427,1995073,1022843,41573,1615870,15704,415862,787006,16382,2160301,7697134,153199,0,2391115,533494,5378047,598711,506164,5164164,3901296,151196,88453,365276,1596612,0,55121313,26702896,0,0
120,Insurance services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,1525,254,22022,199,13204,142,96,477,221,313,0,910,182,76,17,108,152,1066,188,50,3300,186,6179,394,2889,3529,151,285,2720,5396,1444,1388,223,1052,208,153,1273,1872,38577,336,3505,3866,107,638,850,1474,1586,1677,1134,2014,3255,4095,516,1592,4536,1658,513,2637,845,173,722,641,6341,2302,163,117,30,1106,1074,134,504,987,453,46573,13605,365,898,136,1722,216,2017,78652,32725,24489,4563,36056,1300,7805,16691,703,26965,568158,666,1212540,12150,0,228945,9556,7001,116729,612409,754188,7744,48082,79493,0,4118098,12037625,0,0
121,Ownership of dwellings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86718600,0,0
122,Education and research,548,268,35,14,44,38,41,60,19,0,123,0,72,0,0,0,12,130,140,225,0,0,0,0,56470,0,2400,320,107,906,281,0,713,20,0,27,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10212,1302,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,98,32240,8915,1975,2114,226,0,0,1,28089,33703,422,16414,16097,28624,179449,118035,38002,128467,429027,503,214976,562540,0,972811,15900,48598,174351,266052,55986,16257,66712,33658,0,3566261,30390750,25347247,4598250
123,Medical and Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,946,738,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314,0,0,0,0,0,0,0,0,0,0,0,0,67141,0,0,34494,0,0,0,0,0,0,1975,0,109680,22580991,8991081,0
124,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110802,0,20982,5550,0,2113,173,1,4492,5433,433,0,6203,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,115,25983,16124,5927,1956,500,0,1,0,552939,315277,44121,14276,35821,7872,125466,12954,5,16549,473409,1743,1071853,84637,0,218297,35695,117364,140288,117330,109662,7092,62139,35654,43412,3850942,3957972,0,0
125,Computer related services,1,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,1,0,4,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,4,39,53,2,4,20,11,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,492,51,165,7,16,0,0,0,117058,11560,16,5,79,0,4852,6434,214,15410,8763,1269,19093,2306,0,22153,8582,14357,17695,72513,163316,92,12732,14994,7183,523632,0,0,9514405
126,Other Business services,3552,2754,218,96,320,256,977,382,129,0,872,0,465,0,0,0,81,832,892,1428,0,0,0,0,210406,0,1122515,482670,224,4351,1913,993,1188,37186,253123,22,593259,1889,839,354,3361,718,103409,27445,906,20300,582,40227,3667,12141,77043,3281,2255,36298,53955,39792,49990,15766,16739,1588,1780,192022,433411,1161296,10281,48451,63560,3636,7612,6851,119615,26935,27315,6438,2964,450,63316,62885,265823,1169480,328056,31978,421173,775101,27513,335800,197547,1017366,814932,35875,73332,16764,269455,216447,44051,234916,6405,5613,1897813,67154,59541,66024,1495,37530,554766,85200,1581341,3707484,516046,735585,1789262,135957,1014372,932242,122005,2963786,2763710,223407,2367975,300512,0,5101750,188823,208575,10991429,3387739,550222,72953,1138252,2777764,1002404,59103214,7411933,0,0
127,Real estate services,193,95,14,6,17,14,15,21,8,0,40,0,27,0,0,0,0,45,49,81,0,0,0,0,0,0,0,372189,37041,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,176,57517,15905,3523,3771,403,0,0,0,14484542,0,36,23300,4500725,4675,0,0,3355,1678190,765337,0,0,0,0,0,0,8335,0,0,165746,11144,38016,0,0,22175500,0,0,0
128,"Renting of machinery &
 equipment",22,15,2,1,2,2,7,3,2,0,44,0,4,0,0,0,0,5,7,10,0,0,0,0,0,0,3777,274180,408,4704,51,58,4770,115,397,0,2986,400,180,461,1208,55,1277,466,51,123,68,1466,2049,6695,3347,412,140,1654,7226,250,6154,1259,202,954,512,97457,24005,6372,61,3712,4050,3,379,673,2835,2857,978,961,414,19,4356,3511,14331,77070,13972,476,7615,323,67,295,1809,8341,2852,59,928,81,1187,2454,481,777,8,24,15259,2521,3656,3731,17,979,4493,1518,99269,406,1223,4161,37939,8121,27434,0,68,50191,123441,242,0,0,0,135,0,0,148226,484,895377,6267,37793,33936,0,2120856,0,0,0
129,"Community, social and
 personal services",2,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,0,80797,5,0,15,53,19317,1,35,120,0,745,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6505,37,171,379,0,22,63,350,84,168,0,0,0,0,0,1,4,11,27,277,2868,81,421,462,2833,111,4,20,4,69,14,0,0,19,3,493,8,4,2,21,16,142,62,19778,13447,838,3882,1865,1786,10975,2033,890,4294,2987,1766,9497,767,0,11089,387,3511,2193,7597,7596,367,10980,10483,0,247142,34042554,8920463,0
130,Other services,2321,1173,140,62,188,166,240,249,112,0,1244,0,308,0,0,0,53,543,585,944,0,0,0,0,4956,53,1733,174,58,923,128,156,3454,401,918,0,3687,,,,,,,,,0,1,4,1,3,4,3,2,2,2,0,8,8,0,0,0,5,3,18144,2471,792,861,16,284,242,615,267,658,1,0,0,0,0,0,0,0,0,0,2,0,2,1,4,0,0,0,0,0,0,0,0,75,18,1023,394,304,605,105,10,1,1,37649,13262,803,46270,16388,3365,3946,10455,3737,11458,24315,4370,7546,16979,0,263697,26403,29744,15437,43416,5888,5353,110342,188623,219,941575,14098956,668630,0
131,"Public administration and
 defence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98330800,0
,Total Input,10623561,3492546,678528,189356,652710,520678,2345718,801549,359716,427139,1404114,92646,1035295,118715,219105,35871,88124,1636351,2295841,7256086,14150842,3320902,9718075,6373853,3339192,2218971,4322461,5501580,1971684,3121565,83229,161677,39017,1130763,819561,59,1948163,4832592,1905740,1165615,6468315,2681424,36241870,25878309,3525418,2912603,314576,11633904,1473179,3222994,10245059,998522,538113,5632348,10024347,4015302,8953277,940371,4270409,2165430,2051857,7485761,16767117,85701471,2221991,14364713,23043454,995756,2592339,4160486,6615678,7297354,8197284,12374456,3804898,6642011,8353911,5400230,13449018,20959988,19934852,1374640,10966465,3030411,877917,2877714,2546860,14744129,6115653,1830764,929659,203281,4034753,2376586,291892,997885,612581,674643,45152296,9886855,2409626,1241108,123904,4056060,17374246,8251507,160921433,40111740,7926534,4896392,44612185,1458283,6264335,9517903,843160,29052226,81728001,24446866,18659245,5393832,2952968,20502172,14519419,3537932,21629205,16044909,9591425,910397,16559878,6396222,25166800,1231574483,762457437,142258221,383820457
,NIT,-1101233,-507870,-24065,-4518,-38940,-30137,-83518,-95329,-23727,-6033,-68640,-6181,-67829,-2169,3002,-692,-27043,-40820,-136921,-858386,-866633,-177858,-690492,-499133,220008,49329,181979,372379,68401,153382,1752,8046,3607,27042,43615,3,115538,-464700,-186308,9398,-51435,13352,-418680,-1710103,18212,233952,-4982,-500562,50911,734304,416558,21748,29616,107692,239279,21971,333104,14949,117513,50223,19191,314021,1081843,7581530,49865,1508362,3127496,479,75889,190899,337562,258594,297140,189923,316796,89293,690267,30338,3073722,4920374,1269031,14968,520956,341972,29204,500275,122360,1234063,549186,93317,90746,6549,253452,153978,3372,7085,-31329,7363,3159325,851307,115427,112086,10680,421774,363573,468443,9158734,1244292,-128312,175008,3493119,6117,56665,172192,-2860,1431774,2525889,85682,538922,186000,-1568,544223,634627,-51577,604995,1109212,1661875,36477,881749,645422,0,54797336,13269303,456236,11652791
,GVA,13285600,11609194,880902,1366577,2075761,2874735,3859423,6781658,2692130,1607582,5957825,578967,5265328,1041993,588642,513080,1012182,17790865,22825740,30191516,42793490,7200755,8066617,0,18224700,13105400,6690460,8724610,3030145,2647353,141719,239877,131077,1030695,958925,168,6730868,1023740,390133,106555,687803,594688,6339685,3597134,3200389,2980555,1603678,6608369,1595326,1642867,4361433,542023,895612,3096141,5878546,3330273,2873084,2670096,3895169,2253210,806534,4009178,3995317,19963027,1150774,3197426,5015958,128736,677567,1700339,1500711,1833154,2858013,10474980,4302467,3794384,4078039,1529974,2868008,4721586,4775828,1636100,7845264,1989321,383459,1894125,1227929,7196574,4123659,1271249,1373798,2819089,2082525,1287563,129782,1342018,709124,764004,13996041,2631818,836685,1098311,324059,390627,390627,390627,99229800,26999700,3208900,10043700,41433495,735300,2035000,9413900,665500,24332300,130493500,12608200,60939826,11785574,83767200,46773173,16527707,4322559,52578800,31840278,10922200,1173982,25768531,8718532,73164000,1243681101,0,0,0
,Total Output,22807927,14593870,1535365,1551415,2689531,3365276,6121624,7487877,3028119,2028688,7293299,665432,6232794,1158539,810749,548260,1073263,19386396,24984660,36589216,56077700,10343800,17094200,5874720,21783900,15373700,11194900,14598569,5070230,5922300,226700,409600,173700,2188500,1822101,230,8794569,5391632,2109566,1281567,7104683,3289464,42162875,27765340,6744019,6127110,1913273,17741710,3119416,5600164,15023051,1562294,1463341,8836181,16142172,7367546,12159465,3625417,8283091,4468864,2877581,11808960,21844277,113246028,3422630,19070500,31186908,1124972,3345795,6051724,8453951,9389101,11352436,23039359,8424162,10525689,13122216,6960542,19390748,30601948,25979711,3025708,19332685,5361704,1290580,5272115,3897149,23174766,10788498,3195330,2394203,3028919,6370731,3818127,425046,2346988,1290376,1446010,62307661,13369980,3361737,2451505,458643,4868461,18128447,9110577,269309967,68355732,11007122,15115100,89538800,2199700,8356000,19103995,1505800,54816300,214747390,37140748,80137993,17365406,86718600,67819568,31681752,7808914,74813000,48994399,22175500,2120856,43210158,15760176,98330800,2530052920,775726740,142714457,395473249
